covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),HR
categorie_age_debut_Precoce_1_5ans,0.07801148039587438,1.0811350704574394,0.23596969585660083,-0.3844806249259336,0.5405035857176824,0.6808041370959943,1.7168712363570768,0.0,0.3305995717487473,0.7409469697369385,0.4325578036859308,1.0811350704574394
categorie_age_debut_Tres_precoce_lt1an,0.5778060623449334,1.7821242690668302,0.3269798107671401,-0.06306259043038343,1.2186747151202502,0.9388847066521556,3.3827017182138825,0.0,1.7671001184731252,0.07721146268915655,3.6950411462036454,1.7821242690668302
