covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),HR
freq_crises_baseline_mois,0.0005397177166062564,1.0005398633904194,0.0003304703742304297,-0.00010799231484285936,0.0011874277480553722,0.9998920135161173,1.0011881330195092,0.0,1.6331803353420211,0.10243107453165086,3.287274642519977,1.0005398633904194
categorie_age_debut_Precoce_1_5ans,0.07688816800902812,1.0799212998903283,0.23596884639664986,-0.38560227240186973,0.5393786084199259,0.6800409429514209,1.7149408811994524,0.0,0.32584033521011324,0.7445451595909156,0.4255687383003032,1.0799212998903283
categorie_age_debut_Tres_precoce_lt1an,0.4819007746034404,1.6191491166176666,0.3446704771685463,-0.19364094718114544,1.1574424963880263,0.8239536940597777,3.1817854337498366,0.0,1.3981492658211845,0.1620682482360559,2.6253266233987174,1.6191491166176666
