chapter,code,title,classKind,parent_code,uri,definition
01,01,Certaines maladies infectieuses ou parasitaires,chapter,,http://id.who.int/icd/release/11/2024-01/mms/1435254666,"Ce chapitre comprend certaines affections causées par des organismes pathogènes ou des microorganismes, tels que des bactéries, des virus, des parasites ou des champignons."
01,,Gastroentérite ou colite d'origine infectieuse,block,01,http://id.who.int/icd/release/11/2024-01/mms/588616678,
01,,Infections intestinales bactériennes,block,,http://id.who.int/icd/release/11/2024-01/mms/135352227,"Toute affection des intestins, due à une infection d’origine bactérienne."
01,1A00,Choléra,category,,http://id.who.int/icd/release/11/2024-01/mms/257068234,"Le choléra est une infection intestinale potentiellement épidémique et mortelle, caractérisée par une diarrhée aqueuse extrême (sécrétoire) souvent accompagnée de vomissements, avec une déplétion rapide des liquides organiques et du sel pouvant entraîner un choc hypovolémique et une acidose. Les épidémies de choléra sont causées par des souches toxinogènes de Vibrio cholerae des sérogroupes O1 et O139. Le sérogroupe O1 a deux biovars : classique et eltor. Vibrio cholerae O1, biovar cholerae est de type classique. Vibrio cholerae O1, biovar eltor est de type eltor."
01,1A01,Infection intestinale due à d’autres Vibrio,category,,http://id.who.int/icd/release/11/2024-01/mms/416025325,
01,1A02,Infections intestinales dues à Shigella,category,,http://id.who.int/icd/release/11/2024-01/mms/2080365623,"Maladie due à une infection par les bactéries à Gram négatif du genre Shigella. Cette maladie se caractérise par l'apparition aigüe d'une diarrhée de faible volume, accompagnée de fièvre et de nausées. Cette maladie peut également se manifester par une toxémie, des vomissements, des crampes et un ténesme. La transmission se fait par ingestion d'aliments contaminés ou par contact direct. Confirmation par identification de Shigella dans un échantillon fécal."
01,1A03,Infections intestinales à Escherichia coli,category,,http://id.who.int/icd/release/11/2024-01/mms/344162786,"Toute affection du système gastrointestinal, due à une infection par la bactérie à Gram négatif Escherichia coli."
01,1A03.0,Infection à Escherichia coli entéropathogène,category,1A03,http://id.who.int/icd/release/11/2024-01/mms/2099226249,"Affection du système gastrointestinal, causée par une infection à bactérie à Gram négatif Escherichia coli. Elle est caractérisée par une diarrhée aigüe, abondante et aqueuse. La transmission se fait par voie fécale-orale après ingestion de nourriture, d’eau ou d’un vecteur passif contaminés. Confirmation par identification d’Escherichia coli entéropathogène (EPEC) dans un prélèvement fécal."
01,1A03.1,Infection à Escherichia coli entérotoxinogène,category,1A03,http://id.who.int/icd/release/11/2024-01/mms/408185629,"Anomalie du système gastrointestinal causée par une infection à une bactérie à gram négatif Escherichia coli Cette affection se caractérise par une diarrhée aigüe aqueuse due à des toxines libérées de la bactérie. Transmission par voie fécaleorale par ingestion d'aliments, d'eau ou de fomites contaminés. Confirmation par identification des Escherichia coli présents dans l'échantillon fécal."
01,1A03.2,Infection à Escherichia coli entéro-invasive,category,1A03,http://id.who.int/icd/release/11/2024-01/mms/1828273122,"Affection du système gastro-intestinal causée par une infection à bactérie à gram négatif Escherichia coli Cette affection se caractérise par une diarrhée aigüe et abondante (qui peut être hémorragique), de la fièvre et des crampes abdominales. Transmission par voie orofécale par ingestion de nourriture ou d'eau contaminée. Confirmation par identification des Escherichia coli dans un échantillon fécal."
01,1A03.3,Infection à Escherichia coli entérohémorragique,category,1A03,http://id.who.int/icd/release/11/2024-01/mms/162723448,
01,1A03.Y,Autres infections intestinales à Escherichia coli,category,1A03,http://id.who.int/icd/release/11/2024-01/mms/344162786/other,
01,1A03.Z,"Infections intestinales à Escherichia coli, sans précision",category,1A03,http://id.who.int/icd/release/11/2024-01/mms/344162786/unspecified,
01,1A04,Infections intestinales dues à Clostridioides difficile,category,,http://id.who.int/icd/release/11/2024-01/mms/250688797,"Maladie du côlon, causée par une infection par la bactérie à gram positif Clostridioides difficile (anciennement Clostridium difficile). Cette maladie se caractérise par une colite, des diarrhées, des douleurs abdominales et de la fièvre. La transmission se fait généralement par contact direct ou indirect, ou par une perturbation de la flore bactérienne normale du côlon. Confirmation par identification de Clostridioides difficile dans un échantillon fécal."
01,1A05,Infections intestinales dues à Yersinia enterocolitica,category,,http://id.who.int/icd/release/11/2024-01/mms/1000894786,"Une maladie du tractus intestinal, causée par une infection par la bactérie gram négatif Yersinia enterocolitica. Cette maladie se présente généralement avec une fièvre, une diarrhée ou des douleurs abdominales. Cette maladie peut également entraîner une infection systémique. La transmission se fait par voie orofécale, par l'ingestion d'aliments ou d'eau contaminés, ou par contact direct avec des personnes ou des animaux infectés. La confirmation se fait par l'identification de Yersinia enterocolitica dans un échantillon fécal."
01,1A06,Gastroentérite due à Campylobacter,category,,http://id.who.int/icd/release/11/2024-01/mms/794462570,
01,1A07,Fièvre typhoïde,category,,http://id.who.int/icd/release/11/2024-01/mms/1528414070,"Affection causée par une infection par la bactérie gram négatif Salmonella typhi. Cette affection se caractérise par une fièvre aigüe et soutenue. Cette affection peut se manifester par une faiblesse, des douleurs abdominales, des maux de tête, une perte d'appétit ou des taches plates de couleur rose. Transmission par voie orofécale par ingestion d'aliments ou d'eau contaminés. La confirmation se fait par l'identification de Salmonella typhi dans un échantillon de matières fécales ou de sang."
01,1A07.0,Péritonite typhoïde,category,1A07,http://id.who.int/icd/release/11/2024-01/mms/364534567,
01,1A07.Y,Autres fièvre typhoïde,category,1A07,http://id.who.int/icd/release/11/2024-01/mms/1528414070/other,
01,1A07.Z,"Fièvre typhoïde, sans précision",category,1A07,http://id.who.int/icd/release/11/2024-01/mms/1528414070/unspecified,
01,1A08,Fièvre paratyphoïde,category,,http://id.who.int/icd/release/11/2024-01/mms/1780040028,"Affection due à une infection par la bactérie à Gram négatif Salmonella paratyphi. Cette affection est caractérisée par une fièvre aigüe et soutenue. La personne peut se sentir faible, avoir des douleurs à l’estomac, des maux de tête, une perte de l’appétit, ou une éruption de taches plates, de couleur rose. La transmission se fait par ingestion de nourriture ou d’eau contaminée. Confirmation par identification de Salmonella paratyphi dans un prélèvement fécal ou de sang."
01,1A09,Infections dues à d'autres Salmonella,category,,http://id.who.int/icd/release/11/2024-01/mms/515117475,
01,1A09.0,Entérite à Salmonella,category,1A09,http://id.who.int/icd/release/11/2024-01/mms/1520312138,"Il s'agit d'une inflammation de l'intestin grêle due à une infection par des bactéries du genre Salmonella, membre de la famille des Enterobacteriaceae. Les bactéries du genre Salmonella sont en forme de bâtonnet, à Gram négatif, non sporulées et principalement mobiles."
01,1A09.Y,Autres infections dues à d'autres Salmonella,category,1A09,http://id.who.int/icd/release/11/2024-01/mms/515117475/other,
01,1A09.Z,"Infections dues à d'autres Salmonella, sans précision",category,1A09,http://id.who.int/icd/release/11/2024-01/mms/515117475/unspecified,
01,1A0Y,Autres infections intestinales bactériennes,category,,http://id.who.int/icd/release/11/2024-01/mms/135352227/other,
01,1A0Z,"Infections intestinales bactériennes, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/135352227/unspecified,
01,,Intoxications alimentaires d'origine bactérienne,block,,http://id.who.int/icd/release/11/2024-01/mms/1834648119,"Toute affection des intestins, causée par une infection d’origine bactérienne. La transmission se fait par ingestion de nourriture contaminée."
01,1A10,Intoxication alimentaire à staphylocoques,category,,http://id.who.int/icd/release/11/2024-01/mms/1642556936,
01,1A11,Botulisme,category,,http://id.who.int/icd/release/11/2024-01/mms/78422942,"Maladie due à une infection par la bactérie à Gram positif Clostridium botulinum. Cette maladie est généralement accompagnée de douleurs abdominales, de vomissements, d’une paralysie aigüe, d’une vision trouble, d’une diplopie, et peut être mortelle. La transmission se fait par ingestion de nourriture contaminée, par contact direct ou par surdose accidentelle. Confirmation par identification de Clostridium botulinum dans un prélèvement fécal ou de nourriture."
01,1A11.0,Intoxication alimentaire par la toxine botulique,category,1A11,http://id.who.int/icd/release/11/2024-01/mms/2033726602,
01,1A11.1,Autres formes de botulisme,category,1A11,http://id.who.int/icd/release/11/2024-01/mms/1393712712,
01,1A11.Z,"Botulisme, sans précision",category,1A11,http://id.who.int/icd/release/11/2024-01/mms/78422942/unspecified,
01,1A12,Intoxication alimentaire à Clostridium perfringens,category,,http://id.who.int/icd/release/11/2024-01/mms/1879176035,
01,1A13,Intoxication alimentaire à Bacillus cereus,category,,http://id.who.int/icd/release/11/2024-01/mms/1722068323,
01,1A1Y,Autres intoxications alimentaires d'origine bactérienne,category,,http://id.who.int/icd/release/11/2024-01/mms/1834648119/other,
01,1A1Z,"Intoxications alimentaires d'origine bactérienne, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/1834648119/unspecified,
01,,Infections intestinales virales,block,,http://id.who.int/icd/release/11/2024-01/mms/30738976,"Toute affection des intestins, causée par une infection d’origine virale."
01,1A20,Entérite due à Adenovirus,category,,http://id.who.int/icd/release/11/2024-01/mms/749414717,"Maladie du tractus intestinal, due à une infection par adénovirus. Cette maladie est caractérisée par une fièvre, une diarrhée, ou des vomissements. La transmission se fait par la voie orofécale."
01,1A21,Gastroentérite due à Astrovirus,category,,http://id.who.int/icd/release/11/2024-01/mms/1185210745,
01,1A22,Gastroentérite à Rotavirus,category,,http://id.who.int/icd/release/11/2024-01/mms/840750347,"Maladie du tractus gastro-intestinal, causée par une infection à rotavirus. Cette maladie se caractérise par l'apparition aigüe de vomissements, de diarrhées non hémorragiques et de douleurs abdominales. La transmission se fait par ingestion de nourriture ou d’eau contaminée, contact direct ou par des fomites. Confirmation par identification du rotavirus."
01,1A23,Entérite à Norovirus,category,,http://id.who.int/icd/release/11/2024-01/mms/1465325727,"Une maladie du tractus gastro-intestinal, causée par une infection à norovirus. Cette maladie se caractérise par l'apparition aigüe de vomissements, de diarrhées non hémorragiques et de douleurs abdominales. La transmission se fait par ingestion de nourriture ou d’eau contaminée, contact direct ou par des fomites. Confirmation par identification du norovirus."
01,1A24,Infections intestinales dues à Cytomégalovirus,category,,http://id.who.int/icd/release/11/2024-01/mms/1519125035,"Affection du tractus intestinal, due à une infection par cytomégalovirus. L’affection est caractérisée par une diarrhée, une fièvre, des douleurs abdominales, ou une hématochézie. La transmission se fait par contact direct avec des fluides corporels infectés."
01,1A2Y,Autres infections intestinales virales,category,,http://id.who.int/icd/release/11/2024-01/mms/30738976/other,
01,1A2Z,"Infections intestinales virales, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/30738976/unspecified,
01,,Infections intestinales à protozoaires,block,,http://id.who.int/icd/release/11/2024-01/mms/2092703582,"Toute affection des intestins, causée par une infection de source parasitaire protozoaire."
01,1A30,Infections dues à Balantidium coli,category,,http://id.who.int/icd/release/11/2024-01/mms/2090337975,Toute affection due à une infection par le protozoaire parasite Balantidium coli.
01,1A31,Giardiase,category,,http://id.who.int/icd/release/11/2024-01/mms/433310499,"Affection due à une infection par le protozoaire parasite Giardia. Cette affection est caractérisée par un gastroentérite, ou peut être asymptomatique. La transmission se fait par voie orofécale après ingestion de nourriture ou d'eau contaminée. Confirmation par identification de Giardia dans un prélèvement fécal."
01,1A32,Cryptosporidiose,category,,http://id.who.int/icd/release/11/2024-01/mms/1837013982,Toute affection due à une infection par le protozoaire parasite Cryptosporidium
01,1A33,Cystoisosporose,category,,http://id.who.int/icd/release/11/2024-01/mms/137713224,"Maladie causée par le parasite protozoaire Cystoisospora belli. Cette maladie se caractérise par une diarrhée aqueuse, de la fièvre, des douleurs abdominales, des nausées ou des malaises. La transmission se fait par voie orofécale, généralement après ingestion de nourriture ou d'eau contaminée. Confirmation par identification de Cystoisospora belli dans un prélèvement fécal."
01,1A33.0,Infection à Isospora de l'intestin grêle,category,1A33,http://id.who.int/icd/release/11/2024-01/mms/1058992628,
01,1A33.1,Infection à Isospora du côlon,category,1A33,http://id.who.int/icd/release/11/2024-01/mms/883510242,L’isosporose du côlon est une inflammation intestinale importante causée par le protozoaire Isospora belli.
01,1A33.Y,Autres cystoisosporoses,category,1A33,http://id.who.int/icd/release/11/2024-01/mms/137713224/other,
01,1A33.Z,"Cystoisosporose, sans précision",category,1A33,http://id.who.int/icd/release/11/2024-01/mms/137713224/unspecified,
01,1A34,Sarcocystose,category,,http://id.who.int/icd/release/11/2024-01/mms/261748740,Toute affection due à une infection par le protozoaire parasite Sarcocystis.
01,1A35,Blastocystose,category,,http://id.who.int/icd/release/11/2024-01/mms/1184241320,
01,1A36,Amibiase,category,,http://id.who.int/icd/release/11/2024-01/mms/435671752,
01,1A36.0,Infections intestinales à Entamoeba,category,1A36,http://id.who.int/icd/release/11/2024-01/mms/1727029934,
01,1A36.00,Amibiase aigüe,category,1A36.0,http://id.who.int/icd/release/11/2024-01/mms/1616956984,"Maladie due à une infection par le parasite protozoaire Entamoeba histolytica. Cette maladie se caractérise par de la fièvre, des douleurs abdominales, un ténesme ou une diarrhée contenant du sang. Transmission par voie orofécale par ingestion d'aliments ou d'eau contaminés. Confirmation par identification d’Entamoeba histolytica dans un prélèvement fécal ou de sang."
01,1A36.01,Amoebome de l'intestin,category,1A36.0,http://id.who.int/icd/release/11/2024-01/mms/349019849,
01,1A36.0Z,"Infections intestinales à Entamoeba, sans précision",category,1A36.0,http://id.who.int/icd/release/11/2024-01/mms/1727029934/unspecified,
01,1A36.1,Infections extra-intestinales dues à Entamoeba,category,1A36,http://id.who.int/icd/release/11/2024-01/mms/1777228366,
01,1A36.10,Abcès amibien du foie,category,1A36.1,http://id.who.int/icd/release/11/2024-01/mms/1730350429,
01,1A36.11,Abcès amibien du poumon,category,1A36.1,http://id.who.int/icd/release/11/2024-01/mms/40419529,
01,1A36.12,Amibiase cutanée,category,1A36.1,http://id.who.int/icd/release/11/2024-01/mms/328097188,
01,1A36.1Y,Autres infections extra-intestinales dues à Entamoeba,category,1A36.1,http://id.who.int/icd/release/11/2024-01/mms/1777228366/other,
01,1A36.Z,"Amibiase, sans précision",category,1A36,http://id.who.int/icd/release/11/2024-01/mms/435671752/unspecified,
01,1A3Y,Autres infections intestinales à protozoaires,category,,http://id.who.int/icd/release/11/2024-01/mms/2092703582/other,
01,1A3Z,"Infections intestinales à protozoaires, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/2092703582/unspecified,
01,1A40,Gastroentérite ou colite sans identification d'agent infectieux,category,,http://id.who.int/icd/release/11/2024-01/mms/1688127370,
01,1A40.0,Gastroentérite ou colite sans origine précisée,category,1A40,http://id.who.int/icd/release/11/2024-01/mms/1160271562,Il n’est pas précisé si la gastroentérite ou la colite est infectieuse ou non infectieuse.
01,1A40.Z,Gastroentérites ou colites infectieuses sans identification d'agent infectieux,category,1A40,http://id.who.int/icd/release/11/2024-01/mms/1688127370/unspecified,
01,,Infections transmissibles principalement par voie sexuelle,block,01,http://id.who.int/icd/release/11/2024-01/mms/1904876434,
01,,Syphilis,block,,http://id.who.int/icd/release/11/2024-01/mms/455894495,Il s’agit d’une infection principalement sexuellement transmissible causée par la bactérie spirochète Treponema pallidum ssp. pallidum.
01,1A60,Syphilis congénitale,category,,http://id.who.int/icd/release/11/2024-01/mms/587996426,Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum in utero. Cette maladie peut présenter des signes cliniques qui varient selon le stade de la maladie. La transmission se fait par transmission verticale.
01,1A60.0,"Syphilis congénitale précoce, symptomatique",category,1A60,http://id.who.int/icd/release/11/2024-01/mms/395565060,"Maladie affectant les nouveaux-nés ou les enfants jusqu’à l’âge de 2 ans, due à une infection par la bactérie à Gram négatif Treponema pallidum in utero. Cette maladie est caractérisée par une naissance prématurée, une hépatosplénomégalie, des anomalies du squelette et une maladie de peau bulleuse. La transmission se fait par transmission verticale."
01,1A60.1,"Syphilis congénitale précoce, latente",category,1A60,http://id.who.int/icd/release/11/2024-01/mms/1926763926,
01,1A60.2,Oculopathie syphilitique congénitale tardive,category,1A60,http://id.who.int/icd/release/11/2024-01/mms/1665042685,Il s’agit d’une infection sexuellement transmissible congénitale d’apparition tardive causée par la bactérie spirochète Treponema pallidum sous-espèce pallidum. Ce diagnostic est accompagné d’une oculopathie.
01,1A60.3,Neurosyphilis congénitale tardive,category,1A60,http://id.who.int/icd/release/11/2024-01/mms/282073961,"Les séquelles neurologiques de la neurosyphilis congénitale de longue durée (> 2 ans) non traitée incluent un retard mental, une hydrocéphalie, des convulsions, un infarctus cérébral et une paralysie des nerfs crâniens."
01,1A60.4,"Autres formes tardives de syphilis congénitale, symptomatique",category,1A60,http://id.who.int/icd/release/11/2024-01/mms/2132718683,
01,1A60.5,"Syphilis congénitale tardive, latente",category,1A60,http://id.who.int/icd/release/11/2024-01/mms/20350466,
01,1A60.Z,"Syphilis congénitale, sans précision",category,1A60,http://id.who.int/icd/release/11/2024-01/mms/587996426/unspecified,
01,1A61,Syphilis précoce,category,,http://id.who.int/icd/release/11/2024-01/mms/1179111584,"Maladie causée par une infection par la bactérie gram négatif Treponema pallidum pallidum, y compris les stades primaire et secondaire de la syphilis, et la syphilis latente précoce de moins de 2 ans. Cette maladie se caractérise par un chancre unique au stade primaire et une éruption cutanée diffuse au stade secondaire. La transmission se fait généralement par contact sexuel."
01,1A61.0,Syphilis génitale primaire,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/191565955,Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum. Cette maladie est caractérisée par un seul chancre dans la région génitale. La transmission se fait généralement par contact sexuel.
01,1A61.1,Syphilis anale primaire,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/1847647511,
01,1A61.2,Syphilis primaire d'autres localisations,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/445484522,
01,1A61.3,Syphilis secondaire de la peau ou des muqueuses,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/2143699068,Maladie due à une infection par Treponema pallidum. Cette maladie est caractérisée par des lésions de la peau et des membranes muqueuses. La transmission se fait généralement par contact sexuel.
01,1A61.4,Syphilis secondaire d'autres localisations,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/204002280,"Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum. Cette maladie est caractérisée par des symptômes moins courants de la syphilis, notamment une hépatite, une maladie rénale, une arthrite, une périostite, une névrite optique, une uvéite, ou une kératite interstitielle. La transmission se fait généralement par contact sexuel."
01,1A61.5,Syphilis précoce latente,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/1768103550,Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum. Cette maladie est caractérisée par une preuve sérologique de l’infection sans symptômes de la maladie moins d’un an après une syphilis secondaire. La transmission se fait généralement par contact sexuel.
01,1A61.Y,Autres syphilis précoce,category,1A61,http://id.who.int/icd/release/11/2024-01/mms/1179111584/other,
01,1A61.Z,"Syphilis précoce, sans précision",category,1A61,http://id.who.int/icd/release/11/2024-01/mms/1179111584/unspecified,
01,1A62,Syphilis tardive,category,,http://id.who.int/icd/release/11/2024-01/mms/854229089,"Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum pallidum. Cette maladie se caractérise par des gommes syphilitiques, des anomalies neurologiques ou des anomalies cardiaques. Les signes cliniques se manifestent normalement de 3 à 15 ans après l’infection initiale. La transmission se fait généralement par contact sexuel."
01,1A62.0,Neurosyphilis,category,1A62,http://id.who.int/icd/release/11/2024-01/mms/2118246468,"Maladie du cerveau ou de la moelle épinière due à une infection par la bactérie à Gram négatif Treponema pallidum. Cette maladie est caractérisée par quatre formes différentes: méningovasculaire, Tabes dorsalis, parésie générale, ou peut être asymptomatique. Les signes cliniques se manifestent normalement de 4 à 25 ans après l’infection initiale. La transmission se fait généralement par contact sexuel."
01,1A62.00,Neurosyphilis asymptomatique,category,1A62.0,http://id.who.int/icd/release/11/2024-01/mms/453651926,
01,1A62.01,Neurosyphilis tardive symptomatique,category,1A62.0,http://id.who.int/icd/release/11/2024-01/mms/1873247529,"Une constellation diverse de signes neuropsychiatriques résultant d'une syphilis prolongée non traitée ou insuffisamment traitée. Les manifestations cliniques protéiformes incluent une inflammation méningée chronique insidieuse avec paralysie des nerfs crâniens, des troubles cognitifs et/ou comportementaux, une ataxie, des AVC, des convulsions et des troubles visuels ou auditifs"
01,1A62.0Z,"Neurosyphilis, sans précision",category,1A62.0,http://id.who.int/icd/release/11/2024-01/mms/2118246468/unspecified,
01,1A62.1,Syphilis tardive cardiovasculaire,category,1A62,http://id.who.int/icd/release/11/2024-01/mms/183283901,"Il s’agit d’une infection sexuellement transmissible d’apparition tardive, causée par la bactérie spirochète Treponema pallidum sous-espèce pallidum. Ce diagnostic intéresse la région cardiovasculaire."
01,1A62.2,Syphilis tardive symptomatique d'autres localisations,category,1A62,http://id.who.int/icd/release/11/2024-01/mms/1883423833,
01,1A62.20,Syphilis oculaire tardive,category,1A62.2,http://id.who.int/icd/release/11/2024-01/mms/551528014,"Il s’agit d’une infection sexuellement transmissible d’apparition tardive, causée par la bactérie spirochète Treponema pallidum sous-espèce pallidum. Ce diagnostic est accompagné de troubles oculaires."
01,1A62.21,Syphilis tardive intéressant le système musculosquelettique,category,1A62.2,http://id.who.int/icd/release/11/2024-01/mms/2063826056,"Il s’agit d’une infection sexuellement transmissible d’apparition tardive, causée par la bactérie spirochète Treponema pallidum sous-espèce pallidum. Ce diagnostic intéresse le système musculosquelettique."
01,1A62.22,Syphilis tardive de la peau ou des muqueuses,category,1A62.2,http://id.who.int/icd/release/11/2024-01/mms/1934471301,"Il s’agit d’une infection sexuellement transmissible d’apparition tardive, causée par la bactérie spirochète Treponema pallidum sous-espèce pallidum. Ce diagnostic intéresse la peau et les membranes muqueuses."
01,1A62.2Y,Autres syphilis tardive symptomatique d'autres localisations,category,1A62.2,http://id.who.int/icd/release/11/2024-01/mms/1883423833/other,
01,1A62.2Z,"Syphilis tardive symptomatique d'autres localisations, sans précision",category,1A62.2,http://id.who.int/icd/release/11/2024-01/mms/1883423833/unspecified,
01,1A62.Y,Autres syphilis tardive,category,1A62,http://id.who.int/icd/release/11/2024-01/mms/854229089/other,
01,1A62.Z,"Syphilis tardive, sans précision",category,1A62,http://id.who.int/icd/release/11/2024-01/mms/854229089/unspecified,
01,1A63,"Syphilis latente, non précisée précoce ou tardive",category,,http://id.who.int/icd/release/11/2024-01/mms/370440252,Maladie due à une infection par la bactérie à Gram négatif Treponema pallidum. Cette maladie est caractérisée par une preuve sérologique de l’infection sans symptômes de la maladie. La transmission se fait généralement par contact sexuel.
01,1A6Z,"Syphilis, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/455894495/unspecified,
01,,Infection gonococcique,block,,http://id.who.int/icd/release/11/2024-01/mms/609214049,Affection due à une infection par la bactérie à Gram négatif Neisseria gonorrhoeae. La transmission se fait par contact sexuel. Confirmation par identification de Neisseria gonorrhoeae.
01,1A70,Infection génito-urinaire gonococcique,category,,http://id.who.int/icd/release/11/2024-01/mms/1977691885,
01,1A70.0,Infection gonococcique du tractus génito-urinaire inférieur sans abcès périurétral ou des glandes annexes,category,1A70,http://id.who.int/icd/release/11/2024-01/mms/762120574,
01,1A70.00,Gonorrhée du pénis,category,1A70.0,http://id.who.int/icd/release/11/2024-01/mms/1112016389,
01,1A70.0Y,Autres infection gonococcique du tractus génito-urinaire inférieur sans abcès périurétral ou des glandes annexes,category,1A70.0,http://id.who.int/icd/release/11/2024-01/mms/762120574/other,
01,1A70.0Z,"Infection gonococcique du tractus génito-urinaire inférieur sans abcès périurétral ou des glandes annexes, sans précision",category,1A70.0,http://id.who.int/icd/release/11/2024-01/mms/762120574/unspecified,
01,1A70.1,Infection gonococcique du tractus génito-urinaire inférieur avec abcès périurétral ou des glandes annexes,category,1A70,http://id.who.int/icd/release/11/2024-01/mms/1210500328,
01,1A70.Y,Autres infection génito-urinaire gonococcique,category,1A70,http://id.who.int/icd/release/11/2024-01/mms/1977691885/other,
01,1A70.Z,"Infection génito-urinaire gonococcique, sans précision",category,1A70,http://id.who.int/icd/release/11/2024-01/mms/1977691885/unspecified,
01,1A71,Pelvipéritonite gonococcique,category,,http://id.who.int/icd/release/11/2024-01/mms/1015780375,"Il s’agit d’une inflammation du péritoine, le tissu mince qui tapisse la paroi interne de l’abdomen et recouvre la plupart des organes abdominaux."
01,1A72,Infection gonococcique d'autres localisations,category,,http://id.who.int/icd/release/11/2024-01/mms/840155638,
01,1A72.0,Infection gonococcique du système musculosquelettique,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/707709463,Il s’agit d’une espèce d’une bactérie diplocoque à Gram négatif en forme de grains de café responsable de l'infection sexuellement transmissible la gonorrhée. Il s’agit du diagnostic du système musculosquelettique.
01,1A72.1,Infection gonococcique du rectum,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/359736861,Il s’agit d’une espèce d’une bactérie diplocoque à Gram négatif en forme de grains de café responsable de l'infection sexuellement transmissible la gonorrhée du rectum.
01,1A72.2,Infection gonococcique de l'anus,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/1002985340,Il s’agit d’une espèce d’une bactérie diplocoque à Gram négatif en forme de grains de café responsable de l'infection sexuellement transmissible la gonorrhée. Il s’agit du diagnostic de l’anus.
01,1A72.3,Pharyngite gonococcique,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/1332021123,
01,1A72.4,Infection gonococcique des yeux,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/1505778051,Il s’agit d’une espèce d’une bactérie diplocoque à Gram négatif en forme de grains de café responsable de l'infection sexuellement transmissible la gonorrhée. Il s’agit du diagnostic de l’œil.
01,1A72.Y,Autres infection gonococcique d'autres localisations,category,1A72,http://id.who.int/icd/release/11/2024-01/mms/840155638/other,
01,1A73,Infection gonococcique disséminée,category,,http://id.who.int/icd/release/11/2024-01/mms/2046292009,"Infection gonococcique disséminée qui se produit en cas de dissémination bactérienne de Neisseria gonorrhoeae depuis son foyer initial d’infection dans les organes pelviens de la femme. Elle se manifeste par des douleurs et œdèmes sur une ou plusieurs articulations, l’apparition intermittente de groupes de papules et de pustules érythémateuses sur les membres, de la fièvre et des frissons. Les cultures de sang peuvent être réalisées mais ne sont pas toujours positives."
01,1A7Z,"Infection gonococcique, sans précision",category,,http://id.who.int/icd/release/11/2024-01/mms/609214049/unspecified,
01,,Infections sexuellement transmissibles à Chlamydia,block,,http://id.who.int/icd/release/11/2024-01/mms/251474152,"Infection par la bactérie gram négatif Chlamydia trachomatis. Cette infection peut être asymptomatique ou se caractériser par de la fièvre, des mictions douloureuses, des mictions impérieuses, des dyspareunies, des saignements ou écoulements vaginaux, des douleurs abdominales chez les femmes et par de la fièvre, une urétrite, des mictions douloureuses, des écoulements urétraux, des testicules enflés ou sensibles chez les hommes. Transmission par des rapports sexuels anaux, vaginaux ou oraux. Confirmation par identification de Chlamydia trachomatis."
01,1A80,Lymphogranulome à Chlamydia,category,,http://id.who.int/icd/release/11/2024-01/mms/1090786293,"Une maladie des ganglions lymphatiques inguinaux, causée par une infection par la bactérie gram négatif Chlamydia trachomatis. Cette maladie se caractérise par un ulcère génital, des bubons, des abcès à l'aine, du sang dans les selles, un ténesme ou une proctocolite. Transmission par contact sexuel. La confirmation se fait par l'identification de Chlamydia trachomatis dans un échantillon de sang ou par des tests de réaction en chaîne par polymérase."
01,1A81,Infection à Chlamydia sexuellement transmissible non ulcéreuse,category,,http://id.who.int/icd/release/11/2024-01/mms/900285196,
01,1A81.0,Infection des voies génito-urinaires inférieures à Chlamydia,category,1A81,http://id.who.int/icd/release/11/2024-01/mms/806511043,
01,1A81.1,Infection à Chlamydia des organes génitaux internes,category,1A81,http://id.who.int/icd/release/11/2024-01/mms/1431940183,
01,1A81.Y,Autre infection à Chlamydia sexuellement transmissible non ulcéreuse de localisation non précisée,category,1A81,http://id.who.int/icd/release/11/2024-01/mms/900285196/other,
01,1A81.Z,Infection à Chlamydia sexuellement transmissible non ulcéreuse de localisation non précisée,category,1A81,http://id.who.int/icd/release/11/2024-01/mms/900285196/unspecified,
01,1A8Y,Autres infections sexuellement transmissibles à Chlamydia,category,,http://id.who.int/icd/release/11/2024-01/mms/251474152/other,
