covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),HR
age_debut_crises_mois,-0.0031030615285673126,0.9969017479908268,0.0019918669931055484,-0.00700704909704828,0.0008009260399136544,0.9930174430322372,1.0008012468668217,0.0,-1.5578658310559605,0.1192650565400954,3.0677566850546367,0.9969017479908268
